title,addr1,stored_lat,stored_lon,kakao_lat,kakao_lon,dist_km,kakao_addr,issue
개모임,전라북도 군산시 하나운로 122,35.96888143,126.704299,,,,,장소 미발견 (폐업/미등록 가능성)
개뭉치반려견세터,전라남도 여수시 충무로 73,34.76870746,127.612537,,,,,장소 미발견 (폐업/미등록 가능성)
개인공간,충청남도 공주시 반포면 도예촌길 74-13,36.39024444,127.217441,,,,,장소 미발견 (폐업/미등록 가능성)
개정촌,경기도 시흥시 중심상가3길 11,37.34500872,126.737047,,,,,장소 미발견 (폐업/미등록 가능성)
개차반,전라남도 목포시 양을로220번길 11-2,34.81067227,126.394927,,,,,장소 미발견 (폐업/미등록 가능성)
개털깎는남자,경기도 안양시 동안구 경수대로 805,37.39151118,126.944251,,,,,장소 미발견 (폐업/미등록 가능성)
개토피아,경기도 고양시 덕양구 화신로272번길 48,37.63295849,126.831962,,,,,장소 미발견 (폐업/미등록 가능성)
개프탑라운지,충청북도 청주시 흥덕구 송화로 156,36.66615033,127.450476,36.64330745072823,127.49527515438791,4.735,충북 청주시 상당구 수동 112-18,좌표 오류 - 실제위치 4.7km 이격
거제봄날펜션,경상남도 거제시 동부면 가배오송길 139,34.79255804,128.581313,,,,,장소 미발견 (폐업/미등록 가능성)
거제포로수용소유적공원박물관,경상남도 거제시 계룡로 61,34.87637998,128.62537,,,,,장소 미발견 (폐업/미등록 가능성)
거제해돋이 애견펜션,경상남도 거제시 장목면 신촌길 13-11,34.99896429,128.692509,,,,,장소 미발견 (폐업/미등록 가능성)
게스트하우스 하하네,서울특별시 마포구 토정로17길 31-8,37.54624807,126.935585,,,,,장소 미발견 (폐업/미등록 가능성)
게스트하우스파티유쾌한환이네,제주특별자치도 서귀포시 성산읍 일주동로 4675,33.41275161,126.899846,,,,,장소 미발견 (폐업/미등록 가능성)
겟썸커피,서울특별시 강남구 논현로159길 46-6,37.5224347,127.024464,,,,,장소 미발견 (폐업/미등록 가능성)
경기대학교소성박물관,경기도 수원시 영통구 광교산로 154-42,37.29801369,127.033117,37.30261577388804,127.03577806260215,0.563,경기 수원시 영통구 이의동 산 94-6,좌표 불일치 (0.56km)
견인차,경상남도 양산시 대운로 274,35.41099912,129.174944,,,,,장소 미발견 (폐업/미등록 가능성)
경기도자박물관,경기도 광주시 곤지암읍 경충대로 727,37.35028278,127.334786,37.35106477207964,127.3266332496694,0.726,경기 광주시 곤지암읍 삼리 72-1,좌표 불일치 (0.73km)
경북대학교미술관,대구광역시 북구 대학로 80,35.88909749,128.614322,35.8929821462696,128.61017890748445,0.571,대구 북구 산격동 1370-1,좌표 불일치 (0.57km)
경산공룡박물관,경상북도 경산시 남산면 하대2길 32-7,35.79613841,128.804876,,,,,장소 미발견 (폐업/미등록 가능성)
경포딩가 애견펜션,강원도 강릉시 하남길 345-7,37.809497,128.899023,,,,,장소 미발견 (폐업/미등록 가능성)
경천섬공원,nan,36.43188984,128.246993,36.4399243533953,128.259711893989,1.447,경북 상주시 중동면 오상리,좌표 오류 - 실제위치 1.4km 이격
계명대학교 행소박물관,대구광역시 달서구 달구벌대로 1095,35.85355435,128.481494,35.8567259527561,128.489897273498,0.835,대구 달서구 신당동 1000-2,좌표 불일치 (0.84km)
고려궁박물관,강원도 평창군 대관령면 올림픽로 1169,37.61869947,128.647588,,,,,장소 미발견 (폐업/미등록 가능성)
고부역사문화관,전라북도 정읍시 고부면 영주로 530,35.61905776,126.771426,,,,,장소 미발견 (폐업/미등록 가능성)
고복저택,세종특별자치시 연서면 도신고복로 741,36.61091396,127.233424,,,,,장소 미발견 (폐업/미등록 가능성)
고성자연사박물관,경상남도 고성군 회화면 남해안대로 3795-70,35.07070703,128.372725,35.0545153920978,128.39716585737,2.862,경남 고성군 회화면 당항리 60,좌표 오류 - 실제위치 2.9km 이격
고양이를 부탁해,경기도 군포시 산본로323번길 4-21,37.36026772,126.932386,37.4119196846557,127.133592039573,18.682,경기 성남시 분당구 야탑동 382-4,좌표 오류 - 실제위치 18.7km 이격
고양이팔경캣스쿨,경기도 남양주시 화도읍 창현로 9-3,37.64899428,127.306752,,,,,장소 미발견 (폐업/미등록 가능성)
공리저수지,충청남도 홍성군 구항면 내포로686번길 72,36.59239649,126.594495,36.59539023965442,126.600631618895,0.641,충남 홍성군 구항면 오봉리 389,좌표 불일치 (0.64km)
곰발이네 애견카페,전라남도 순천시 상사면 상사호길 409,34.94867918,127.44406,,,,,장소 미발견 (폐업/미등록 가능성)
공떡,대구광역시 중구 공평로4길 16-9,35.86489804,128.600794,,,,,장소 미발견 (폐업/미등록 가능성)
곰나루펜션,충청남도 공주시 사곡면 정안마곡사로 1355-50,36.57531981,127.043052,,,,,장소 미발견 (폐업/미등록 가능성)
공주교육대학교박물관,충청남도 공주시 웅진로 27,36.44520385,127.119655,36.4509873306073,127.122515894232,0.692,충남 공주시 봉황동 10,좌표 불일치 (0.69km)
곰이네애견카페,부산광역시 부산진구 서면로 26,35.1531228,129.058124,,,,,장소 미발견 (폐업/미등록 가능성)
관문사성보박물관,서울특별시 서초구 바우뫼로7길 111,37.47375033,127.022282,,,,,장소 미발견 (폐업/미등록 가능성)
구갈레스피아반려견놀이터,경기도 용인시 기흥구 중부대로 640,37.26682449,127.131244,37.2767180376743,127.15186367022037,2.131,경기 용인시 기흥구 중동 832-7,좌표 오류 - 실제위치 2.1km 이격
구례 시크릿가든,전라남도 구례군 토지면 피아골로 215,35.21873827,127.604808,,,,,장소 미발견 (폐업/미등록 가능성)
구리역공원,nan,37.60236014,127.141687,37.605930930103234,127.13688500047098,0.58,경기 구리시 인창동 309-2,좌표 불일치 (0.58km)
구리한강시민공원,경기도 구리시 코스모스길14번길 249,37.57447848,127.132863,37.5756256414086,127.142582525106,0.866,경기 구리시 토평동,좌표 불일치 (0.87km)
구름뜬하늘,서울특별시 마포구 와우산로27길 21,37.55414552,126.9271,,,,,장소 미발견 (폐업/미등록 가능성)
구름이쉬어가는곳펜션,강원도 평창군 봉평면 꿈동산길 39-30,37.56615818,128.352506,,,,,장소 미발견 (폐업/미등록 가능성)
구시포해수욕장,nan,35.44173173,126.446121,35.4443896938481,126.436194889993,0.947,전북특별자치도 고창군 상하면 자룡리 529-13,좌표 불일치 (0.95km)
구이저수지,nan,35.73166834,127.098744,35.72889081335796,127.12816107979548,2.673,전북특별자치도 완주군 구이면 원기리 1004-14,좌표 오류 - 실제위치 2.7km 이격
국립625전쟁납북자기념관,경기도 파주시 문산읍 임진각로 153,37.88897896,126.743209,,,,,장소 미발견 (폐업/미등록 가능성)
국립극장 공연예술박물관,서울특별시 중구 장충단로 59,37.55199491,126.999267,,,,,장소 미발견 (폐업/미등록 가능성)
국립수목원 산림박물관,경기도 포천시 소흘읍 광릉수목원로 509,37.75952331,127.168995,37.75576213153025,127.16473907502998,0.561,경기 포천시 소흘읍 직동리 51-7,좌표 불일치 (0.56km)
국립해양문화재연구소 태안해양유물전시관,충청남도 태안군 근흥면 신진대교길 94-33,36.67719658,126.151412,,,,,장소 미발견 (폐업/미등록 가능성)
국립현대미술관 미술품수장센터 청주관,충청북도 청주시 청원구 상당로 314,36.65619554,127.492382,,,,,장소 미발견 (폐업/미등록 가능성)
군위화산산성전망대,nan,36.09830933,128.781367,36.10577919709193,128.77857411283313,0.868,대구 군위군 삼국유사면 화북리 산 243,좌표 불일치 (0.87km)
군산휴게소 반려견놀이터,전라북도 군산시 나포면 서해안고속도로 148,36.01825676,126.797846,,,,,장소 미발견 (폐업/미등록 가능성)
권진규미술관,강원도 춘천시 동면 금옥길 228,37.92005546,127.805256,,,,,장소 미발견 (폐업/미등록 가능성)
귤꽃 카페,제주특별자치도 제주시 조천읍 함덕2길 90,33.53842286,126.655316,,,,,장소 미발견 (폐업/미등록 가능성)
그네애견카페,경기도 남양주시 화도읍 수레로1092번길 19-7,37.63360521,127.304786,,,,,장소 미발견 (폐업/미등록 가능성)
그대로 그렇게,전라북도 순창군 쌍치면 용전길 5-3,35.51055747,127.016614,,,,,장소 미발견 (폐업/미등록 가능성)
그랑샤리오펜션,강원도 평창군 방림면 감동지길 104,37.47853623,128.273022,,,,,장소 미발견 (폐업/미등록 가능성)
근현대사미술관담다,경기도 용인시 기흥구 어정로 134-24,37.27496827,127.146679,37.2771780752076,127.13665953850429,0.92,경기 용인시 기흥구 상하동 519-5,좌표 불일치 (0.92km)
그린그라스,경기도 성남시 분당구 석운로202번길 1,37.38076381,127.045785,,,,,장소 미발견 (폐업/미등록 가능성)
그린듯이 아름다운,경기도 가평군 조종면 명지산로 337-251,37.90861481,127.380467,,,,,장소 미발견 (폐업/미등록 가능성)
그림하우스,부산광역시 해운대구 송정구덕포길 64,35.17292101,129.19744,35.19931047250862,129.0640052725471,12.476,부산 동래구 사직동 70-10,좌표 오류 - 실제위치 12.5km 이격
글램독 애견펜션 거제점,경상남도 거제시 동부면 함박금길 26-5,34.79042984,128.558916,,,,,장소 미발견 (폐업/미등록 가능성)
글램핑코리아 양주애견점,경기도 양주시 백석읍 권율로 848,37.77384124,126.96138,,,,,장소 미발견 (폐업/미등록 가능성)
금강생태공원,충청남도 서천군 마서면 장산로 916,36.02280001,126.742693,36.02840369964073,126.75008496901825,0.911,충남 서천군 마서면 도삼리 751-1,좌표 불일치 (0.91km)
금강5공구너울마당,충청남도 부여군 규암면 진변로 39-7,36.280561,126.888382,,,,,장소 미발견 (폐업/미등록 가능성)
금산이네,경상북도 구미시 역전로 27,36.13124012,128.332281,36.120355273721806,128.35921960583923,2.705,경북 구미시 신평동 156-4,좌표 오류 - 실제위치 2.7km 이격
기린공원,nan,35.82403929,127.162358,35.8131482665259,127.168527149841,1.333,전북특별자치도 전주시 완산구 교동 1014-1,좌표 오류 - 실제위치 1.3km 이격
기성망양해수욕장,nan,36.85850811,129.421214,36.8423167736898,129.435005583737,2.179,경북 울진군 기성면 망양리,좌표 오류 - 실제위치 2.2km 이격
기억수퍼,강원도 횡성군 횡성읍 대동로 19,37.49109405,127.98108,,,,,장소 미발견 (폐업/미등록 가능성)
길마중길,nan,37.51496793,127.015183,37.4843270036106,127.028204311773,3.596,서울 서초구 서초동 1353,좌표 오류 - 실제위치 3.6km 이격
길주로카페 애견,경기도 부천시 길주로 115,37.50626767,126.755361,,,,,장소 미발견 (폐업/미등록 가능성)
김남매누나,서울특별시 송파구 백제고분로42길 23,37.50465287,127.111,,,,,장소 미발견 (폐업/미등록 가능성)
김녕해수욕장,제주특별자치도 제주시 구좌읍 구좌해안로 237,33.55720814,126.736551,33.5574388587079,126.759313988844,2.109,제주특별자치도 제주시 구좌읍 김녕리 497-4,좌표 오류 - 실제위치 2.1km 이격
김바니네,서울특별시 동대문구 전농로 36,37.5680105,127.057406,,,,,장소 미발견 (폐업/미등록 가능성)
김환태문학관 최북미술관관,전라북도 무주군 무주읍 최북로 15,36.00303326,127.665316,,,,,장소 미발견 (폐업/미등록 가능성)
깜포펜션,강원도 평창군 용평면 운두령로 109-49,37.64672294,128.487006,,,,,장소 미발견 (폐업/미등록 가능성)
깔끄막 희컨집,인천광역시 강화군 강화읍 국화길 130,37.74469291,126.461029,,,,,장소 미발견 (폐업/미등록 가능성)
꼴 게스트하우스,전라북도 전주시 완산구 은행로 21,35.81809089,127.152021,,,,,장소 미발견 (폐업/미등록 가능성)
꽃개애견카페,대구광역시 달서구 상인로 84,35.81473225,128.547744,,,,,장소 미발견 (폐업/미등록 가능성)
꽃지해수욕장,nan,36.50516785,126.362764,36.497522408987685,126.36004110776923,0.884,충남 태안군 안면읍 승언리 136-1,좌표 불일치 (0.88km)
꽃과썸타다,제주특별자치도 서귀포시 안덕면 동광로 151,33.30973501,126.340157,,,,,장소 미발견 (폐업/미등록 가능성)
꿈,대전광역시 유성구 관들1길 14,36.42586127,127.388107,36.42204206540484,127.38291042727322,0.63,대전 유성구 관평동 664,좌표 불일치 (0.63km)
나곡해수욕장,nan,37.12892098,129.362487,37.1269032472886,129.371316241214,0.814,경북 울진군 북면 나곡리 707,좌표 불일치 (0.81km)
나무휴식,경기도 김포시 고촌읍 태리로 121,37.60073418,126.750277,,,,,장소 미발견 (폐업/미등록 가능성)
나인페츠 건대점,서울특별시 광진구 능동로 49,37.53581451,127.068397,,,,,장소 미발견 (폐업/미등록 가능성)
낙안읍성자료관,전라남도 순천시 낙안면 충민길 78,34.90843517,127.339308,,,,,장소 미발견 (폐업/미등록 가능성)
남산공원,nan,37.55558921,126.981204,37.5524979951415,126.989316855952,0.793,서울 중구 예장동 산 5-6,좌표 불일치 (0.79km)
남애3리해수욕장,nan,37.94002076,128.777593,37.9460180266845,128.784881145409,0.924,강원특별자치도 양양군 현남면 남애리,좌표 불일치 (0.92km)
남양펜션,강원도 춘천시 사북면 화악지암길 126,37.96773421,127.581907,,,,,장소 미발견 (폐업/미등록 가능성)
낭도항,nan,34.59827716,127.546593,34.6041896509331,127.538682271077,0.978,전남 여수시 화정면 낭도리 1306-15,좌표 불일치 (0.98km)
내강아지애견카페,경기도 파주시 새꽃로 80,37.75720123,126.768843,,,,,장소 미발견 (폐업/미등록 가능성)
내일더사랑해,인천광역시 남동구 선수촌공원로23번길 6-17,37.44190414,126.709352,,,,,장소 미발견 (폐업/미등록 가능성)
냉천,nan,35.94497591,129.393754,35.9291576839878,129.400264589984,1.854,경북 포항시 남구 오천읍 문충리,좌표 오류 - 실제위치 1.9km 이격
냐옹냐옹고양이까페,광주광역시 광산구 장신로64번길 9-14,35.19012959,126.818372,,,,,장소 미발견 (폐업/미등록 가능성)
냥냥댕댕 카페 수제간식,부산광역시 부산진구 중앙대로 947,35.17432988,129.072028,,,,,장소 미발견 (폐업/미등록 가능성)
냥이숑숑다방,전라북도 전주시 덕진구 명륜3길 17-1,35.84286028,127.127686,,,,,장소 미발견 (폐업/미등록 가능성)
너구리와친구들,대전광역시 서구 둔산로 18,36.35189717,127.37574,36.3286431567703,127.427489722556,5.308,대전 중구 은행동 48-20,좌표 오류 - 실제위치 5.3km 이격
너나우리 펜션 카페,강원도 홍천군 서면 한서로 1152,37.65460367,127.612704,,,,,장소 미발견 (폐업/미등록 가능성)
네모강아지 애견카페,경상북도 경주시 강동면 새마을로 1253,36.05665785,129.244242,,,,,장소 미발견 (폐업/미등록 가능성)
노리카페 운동장,경상북도 안동시 풍산읍 본마을길 20,36.59107386,128.631596,,,,,장소 미발견 (폐업/미등록 가능성)
노비오스,경상북도 경주시 진티길 37-4,35.78207529,129.330243,,,,,장소 미발견 (폐업/미등록 가능성)
농다리,nan,36.83621374,127.488578,36.828326852791825,127.49349245391075,0.98,충북 진천군 문백면 구산동리 126,좌표 불일치 (0.98km)
놀러와펜션,충청남도 태안군 고남면 안면대로 4269-7,36.42147721,126.41119,,,,,장소 미발견 (폐업/미등록 가능성)
농경생활사박물관,대구광역시 달성군 가창면 가창로 1003,35.79301962,128.625579,,,,,장소 미발견 (폐업/미등록 가능성)
농협 농업박물관,서울특별시 중구 새문안로 16,37.56649912,126.968556,,,,,장소 미발견 (폐업/미등록 가능성)
다대포해수욕장,nan,35.06027822,128.967656,35.0574021661925,128.972725014778,0.561,부산 사하구 다대동 851-1,좌표 불일치 (0.56km)
능산리고분군전시관,충청남도 부여군 부여읍 왕릉로 61,36.27705926,126.945117,36.27766852120679,126.90935658167237,3.206,충남 부여군 부여읍 동남리 501-21,좌표 오류 - 실제위치 3.2km 이격
다니맘 수제간식 레스토랑,서울특별시 노원구 한글비석로23길 26,37.65969337,127.071017,,,,,장소 미발견 (폐업/미등록 가능성)
다독인더시티,서울특별시 강남구 논현로101길 10,37.50461632,127.034044,,,,,장소 미발견 (폐업/미등록 가능성)
다독트레이닝,광주광역시 광산구 월계로 173,35.21365417,126.844331,,,,,장소 미발견 (폐업/미등록 가능성)
다산초당,전라남도 강진군 도암면 다산초당길 68-35,34.5807211,126.744944,34.576326721649366,126.74985478451552,0.664,전남 강진군 도암면 만덕리 415,좌표 불일치 (0.66km)
다산 현대프리미엄아울렛 흰디하우스,경기도 남양주시 다산순환로 50,37.61625793,127.152429,,,,,장소 미발견 (폐업/미등록 가능성)
다시사랑받개,서울특별시 중랑구 용마산로139나길 83,37.61897034,127.103604,37.598341016675334,127.10005847747571,2.315,서울 중랑구 망우동 466-4,좌표 오류 - 실제위치 2.3km 이격
단양강잔도,nan,36.96754552,128.31317,36.9779681580524,128.339650956831,2.622,충북 단양군 적성면 애곡리,좌표 오류 - 실제위치 2.6km 이격
달빛길스테이,전라북도 진안군 부귀면 오산길 74-4,35.83258929,127.342992,,,,,장소 미발견 (폐업/미등록 가능성)
달콤하개,부산광역시 수영구 광안해변로 289,35.15640606,129.125132,,,,,장소 미발견 (폐업/미등록 가능성)
담양애견운동장 fog dog,전라남도 담양군 월산면 담장로 515-19,35.34523644,126.921537,,,,,장소 미발견 (폐업/미등록 가능성)
당항포관광지고성수석전시관,경상남도 고성군 회화면 남해안대로 3795-70,35.07070703,128.372725,35.0550586505296,128.397262796717,2.831,경남 고성군 회화면 당항리 14,좌표 오류 - 실제위치 2.8km 이격
대구대학교 중앙박물관,경상북도 경산시 진량읍 대구대로 201,35.90453897,128.842813,35.90314139553828,128.85122167641632,0.773,경북 경산시 진량읍 내리리 15,좌표 불일치 (0.77km)
대구가톨릭대학교 역사박물관,경상북도 경산시 하양읍 하양로 13-13,35.90896711,128.807422,,,,,장소 미발견 (폐업/미등록 가능성)
대농3지구근린공원,충청북도 청주시 흥덕구 대농로 99,36.64360295,127.43385,36.640067498749,127.42642763766,0.77,충북 청주시 흥덕구 복대동 3388,좌표 불일치 (0.77km)
대동생태체육공원,경상남도 김해시 대동면 동남로 234-2,35.25348287,129.000493,35.2618973062338,129.003441945592,0.973,경남 김해시 대동면 조눌리 1-1,좌표 불일치 (0.97km)
대길이네 커멍,경기도 포천시 군내면 호국로 1636,37.89883707,127.207662,,,,,장소 미발견 (폐업/미등록 가능성)
대부도 미림펜션 신관,인천광역시 옹진군 영흥면 영흥로 679,37.26913639,126.453712,,,,,장소 미발견 (폐업/미등록 가능성)
대청호반자연생태공원,nan,36.37267216,127.474852,,,,,장소 미발견 (폐업/미등록 가능성)
대한불교조계종봉녕사 세주묘엄박물관,경기도 수원시 팔달구 창룡대로 236-54,37.2915096,127.037497,,,,,장소 미발견 (폐업/미등록 가능성)
댕그라미 애견카페,서울특별시 강남구 논현로115길 71,37.50832105,127.027203,,,,,장소 미발견 (폐업/미등록 가능성)
더157,경기도 평택시 죽백2길 234-16,37.01192907,127.132055,,,,,장소 미발견 (폐업/미등록 가능성)
더독,경기도 평택시 평택1로9번길 34,36.99391088,127.085668,,,,,장소 미발견 (폐업/미등록 가능성)
더마루애견펜션,충청남도 태안군 안면읍 삼봉길 72-30,36.57441335,126.326627,,,,,장소 미발견 (폐업/미등록 가능성)
더마을펜션,경기도 가평군 청평면 모꼬지로 124-25,37.68774352,127.36918,,,,,장소 미발견 (폐업/미등록 가능성)
더소가카페 달맞이점,부산광역시 해운대구 달맞이길117번가길 107-24,35.16378,129.156363,35.1581107420106,129.17905604376,2.157,부산 해운대구 중동 1499-13,좌표 오류 - 실제위치 2.2km 이격
더퍼피즈블루오션 애견펜션,강원도 양양군 강현면 동해대로 3411,38.14196164,128.612459,,,,,장소 미발견 (폐업/미등록 가능성)
더포트,서울특별시 강남구 영동대로142길 27,37.52521703,127.055506,37.5025424477831,127.052559050819,2.535,서울 강남구 대치동 900-18,좌표 오류 - 실제위치 2.5km 이격
덕수네애견카페,부산광역시 부산진구 동천로 66,35.15464615,129.062599,35.0993416371723,129.031750401744,6.759,부산 중구 광복동2가 11-1,좌표 오류 - 실제위치 6.8km 이격
데이비드쥬스,서울특별시 영등포구 여의동로 213,37.51859533,126.93963,,,,,장소 미발견 (폐업/미등록 가능성)
도계민화박물관,충청남도 천안시 동남구 정골1길 73-9,36.79279624,127.172224,,,,,장소 미발견 (폐업/미등록 가능성)
도그마실 흙집사랑 펜션,강원도 홍천군 북방면 성동로 1480,37.81793762,127.846672,,,,,장소 미발견 (폐업/미등록 가능성)
도그존,서울특별시 송파구 올림픽로12길 28,37.50910777,127.083191,,,,,장소 미발견 (폐업/미등록 가능성)
도그원 애견카페,서울특별시 은평구 연서로29길 25,37.61943907,126.91759,,,,,장소 미발견 (폐업/미등록 가능성)
도시커피,부산광역시 북구 낙동북로772번길 90,35.19479404,129.005815,35.24342401206342,129.0114498999018,5.432,부산 북구 금곡동 1890,좌표 오류 - 실제위치 5.4km 이격
도어401,서울특별시 강남구 선릉로161길 18,37.52748109,127.03901,,,,,장소 미발견 (폐업/미등록 가능성)
도자기공방숲 디저트카페,경기도 동두천시 동두천로 7,37.88203911,127.053929,,,,,장소 미발견 (폐업/미등록 가능성)
독립기념관,충청남도 천안시 동남구 목천읍 독립기념관로 1,36.781872,127.230398,36.78366949071773,127.22280833066404,0.705,충남 천안시 동남구 목천읍 남화리 230-1,좌표 불일치 (0.70km)
도펠하우스,충청남도 천안시 서북구 성거읍 명우리길 74,36.87777482,127.175717,,,,,장소 미발견 (폐업/미등록 가능성)
독독 애견카페,인천광역시 중구 공항서로 517,37.45898462,126.401501,,,,,장소 미발견 (폐업/미등록 가능성)
독스아웃,경기도 남양주시 화도읍 북한강로 1542-1,37.64604134,127.365238,,,,,장소 미발견 (폐업/미등록 가능성)
독앤트리,전라남도 순천시 해룡면 매안2길 21-8,34.92894933,127.552015,34.93278681997115,127.568867522755,1.594,전남 순천시 해룡면 신대리 318-2,좌표 오류 - 실제위치 1.6km 이격
동국대학교박물관,서울특별시 중구 필동로1길 30,37.55893664,126.998738,37.5596558395786,127.006211303255,0.664,서울 중구 장충동1가 62-35,좌표 불일치 (0.66km)
동락공원,경상북도 구미시 3공단1로 191,36.09945258,128.401751,36.0936074785958,128.402703681833,0.656,경북 구미시 진평동 766,좌표 불일치 (0.66km)
동곡박물관,충청북도 영동군 영동읍 대학로 10,36.17809238,127.779596,,,,,장소 미발견 (폐업/미등록 가능성)
동몽식탁,광주광역시 광산구 첨단중앙로182번길 28,35.22169019,126.84436,,,,,장소 미발견 (폐업/미등록 가능성)
동신대학교 문화박물관,전라남도 나주시 동신대길 67,35.04962488,126.717993,,,,,장소 미발견 (폐업/미등록 가능성)
동양자수박물관,강원도 강릉시 죽헌길 140-12,37.77809202,128.880257,,,,,장소 미발견 (폐업/미등록 가능성)
동주대학교 석파박물관,부산광역시 사하구 사리로55번길 16,35.10672357,128.997231,,,,,장소 미발견 (폐업/미등록 가능성)
동정호생태습지공원,경상남도 하동군 악양면 악양서로 109,35.14928903,127.689551,,,,,장소 미발견 (폐업/미등록 가능성)
두꺼비생태마을,충청북도 청주시 서원구 산남로10번길 26-9,36.61355165,127.471796,,,,,장소 미발견 (폐업/미등록 가능성)
드림파크 야생화공원,인천광역시 서구 자원순환로 170,37.5730906,126.648113,37.5754230346264,126.653488907402,0.54,인천 서구 백석동 58,좌표 불일치 (0.54km)
듀오펜션,강원도 평창군 방림면 감동지길 116-4,37.47943818,128.273707,,,,,장소 미발견 (폐업/미등록 가능성)
디뮤지엄 대림미술관 분관,서울특별시 용산구 독서당로29길 5-6,37.53734941,127.011572,,,,,장소 미발견 (폐업/미등록 가능성)
디어도그,서울특별시 은평구 응암로12길 32-1,37.5868254,126.91997,37.5048158513742,126.729085722933,19.141,인천 부평구 부평동 906,좌표 오류 - 실제위치 19.1km 이격
디어앨리스,서울특별시 용산구 녹사평대로40길 51,37.53445875,126.988644,,,,,장소 미발견 (폐업/미등록 가능성)
디오앤빈카페,경기도 고양시 덕양구 꽃내음1길 155,37.59935983,126.89047,,,,,장소 미발견 (폐업/미등록 가능성)
디테일,경상남도 창원시 성산구 상남로 212,35.23049355,128.689162,35.2223667978539,128.682149572215,1.106,경남 창원시 성산구 상남동 15,좌표 오류 - 실제위치 1.1km 이격
딜라이트리,서울특별시 강남구 압구정로48길 28,37.5268616,127.036617,,,,,장소 미발견 (폐업/미등록 가능성)
딩가 케이크,서울특별시 마포구 동교로29길 68,37.56340375,126.922074,,,,,장소 미발견 (폐업/미등록 가능성)
딩고,경기도 수원시 영통구 태장로54번길 166,37.23526851,127.055064,37.148473575565276,127.07580513581856,9.824,경기 오산시 원동 811-8,좌표 오류 - 실제위치 9.8km 이격
땡구네,경기도 광주시 곤지암읍 광여로 300-85,37.35528938,127.38216,,,,,장소 미발견 (폐업/미등록 가능성)
똥강아지들,서울특별시 관악구 호암로22길 77,37.46861659,126.937093,,,,,장소 미발견 (폐업/미등록 가능성)
뚜드림,대전광역시 유성구 지족동로142번길 11,36.38675549,127.309132,,,,,장소 미발견 (폐업/미등록 가능성)
라딧프로젝트 카페,서울특별시 송파구 송파대로 450,37.50685019,127.106151,,,,,장소 미발견 (폐업/미등록 가능성)
라떼하우스,경기도 양평군 서종면 도장계곡길 54,37.60272062,127.397698,37.6080966073558,127.376747009895,1.94,경기 양평군 서종면 도장리 268-8,좌표 오류 - 실제위치 1.9km 이격
라벤하임애견동반펜션,강원도 평창군 대관령면 차항길 159-34,37.70003108,128.690245,,,,,장소 미발견 (폐업/미등록 가능성)
라봉애견운동장,인천광역시 중구 용유서로174번길 54,37.44587386,126.382871,,,,,장소 미발견 (폐업/미등록 가능성)
라쿤빌리지,경기도 안산시 단원구 광덕동로 41,37.30817537,126.832108,,,,,장소 미발견 (폐업/미등록 가능성)
라쿤카페 꾸꾸네,서울특별시 종로구 대명길 26,37.58341822,127.000096,,,,,장소 미발견 (폐업/미등록 가능성)
랑랑 랑개 민박,전라북도 전주시 완산구 객원길 57-28,35.79603154,127.173445,,,,,장소 미발견 (폐업/미등록 가능성)
랑랑이네 정원,경기도 남양주시 와부읍 수레로486번길 5,37.60742606,127.258855,,,,,장소 미발견 (폐업/미등록 가능성)
러브스토리 애견펜션,경기도 양평군 용문면 은행나무길 25-20,37.53003787,127.55837,,,,,장소 미발견 (폐업/미등록 가능성)
런닝독 응암점,서울특별시 은평구 가좌로 251,37.59145765,126.915154,,,,,장소 미발견 (폐업/미등록 가능성)
레드하우스,충청북도 청주시 상당구 문의면 남계길 20-13,36.53296009,127.500185,,,,,장소 미발견 (폐업/미등록 가능성)
레이씨,서울특별시 서대문구 연희로15길 43,37.56924738,126.929894,37.5222858602839,127.030260469066,10.275,서울 강남구 신사동 593-27,좌표 오류 - 실제위치 10.3km 이격
레이크 더 독,경기도 용인시 처인구 남사읍 삼인로 148,37.15644756,127.142094,,,,,장소 미발견 (폐업/미등록 가능성)
레이크 독채펜션,전라북도 진안군 백운면 평노길 304,35.71027752,127.435342,,,,,장소 미발견 (폐업/미등록 가능성)
로맨틱큐브B,인천광역시 강화군 길상면 해안남로 664-8,37.60200267,126.491185,,,,,장소 미발견 (폐업/미등록 가능성)
로얄트리,강원도 양양군 서면 설악로 1528-29,38.07855571,128.520188,,,,,장소 미발견 (폐업/미등록 가능성)
루카의하루,대전광역시 유성구 동서대로179번길 20,36.34701932,127.296164,,,,,장소 미발견 (폐업/미등록 가능성)
르쉬드서울,서울특별시 송파구 위례성대로12길 18,37.51207315,127.121824,,,,,장소 미발견 (폐업/미등록 가능성)
리미술관,경상남도 사천시 사천읍 읍내로 52,35.08280164,128.091192,,,,,장소 미발견 (폐업/미등록 가능성)
리버스아쿠아,전라북도 전주시 완산구 중산9길 3-8,35.81807954,127.119716,,,,,장소 미발견 (폐업/미등록 가능성)
마오네 2호점,경상북도 포항시 남구 오천읍 냉천로 410,35.9584333,129.406467,,,,,장소 미발견 (폐업/미등록 가능성)
마오네놀이터 카페,경상북도 포항시 북구 환호로 72-7,36.07489103,129.390026,,,,,장소 미발견 (폐업/미등록 가능성)
마이달링독,인천광역시 서구 청라에메랄드로102번길 8-18,37.53341071,126.658503,,,,,장소 미발견 (폐업/미등록 가능성)
