addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,area_name,relaAcdntRiskMtr,acmpyTypeCd,relaPosesFclty,relaFrnshPrdlst,etcAcmpyInfo,relaPurcPrdlst,acmpyPsblCpam,relaRntlPrdlst,acmpyNeedMtr,indoor_possible,outdoor_possible,homepage,opertime,data_source,province,gu_name,content_type_name
경상북도 울진군 죽변면 등대길 74-14,,35,A02,A0205,A02050600,2613465,12,20190729231813,http://tong.visitkorea.or.kr/cms/resource/92/3506192_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3506192_image3_1.jpg,Type1,129.4284987486,37.0591282192,6,20250909141230,18,,폭풍속으로 촬영지,36315,47,930,VE,VE01,VE010100,경북,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경북,울진군,관광지
경상북도 안동시 풍천면 전서로 206,,35,A02,A0206,A02060100,130150,14,20071106104427,http://tong.visitkorea.or.kr/cms/resource/14/3585914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3585914_image3_1.jpg,Type1,128.5277689236,36.5486554565,6,20251217174505,11,,하회세계탈박물관,36760,47,170,VE,VE07,VE070100,경북,,전구역 동반가능,,,,,이동장(켄넬) 사용이 가능한 중소형견,,이동장(켄넬)사용,,,,,TourAPI,경북,안동시,문화시설
경상북도 울릉군 울릉읍 도동1길 35-10,,35,B02,B0201,B02010700,2570099,32,20181127183502,http://tong.visitkorea.or.kr/cms/resource/25/2568025_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2568025_image2_1.jpg,Type3,130.9064432767,37.4831429411,,20241127154539,17,,해오름관광펜션,40227,47,940,AC,AC03,AC030100,경북,,,,,,,소형견,,,,,,,TourAPI,경북,울릉군,숙박
경상북도 경주시 산내면 수의길 601,,35,A01,A0101,A01010400,2789998,12,20211209182110,http://tong.visitkorea.or.kr/cms/resource/39/3099939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3099939_image3_1.jpg,Type1,129.0843530115,35.7720873674,6,20251114171621,2,,화랑의언덕,38185,47,130,NA,NA01,NA010100,경북,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경북,경주시,관광지
경상북도 포항시 북구 환호공원길 30,,35,A02,A0202,A02020700,129142,12,20060712090000,http://tong.visitkorea.or.kr/cms/resource/38/3009838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3009838_image3_1.jpg,Type1,129.3930424759,36.0677292517,6,20250813163830,23,,환호공원,37600,47,113,VE,VE03,VE030100,경북,,일부구역 동반가능,,,"- 스페이스 워크는 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경북,북구,관광지
경상남도 밀양시 산내면,,36,A01,A0101,A01010200,126027,12,20031028090000,http://tong.visitkorea.or.kr/cms/resource/38/3573038_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3573038_image3_1.jpg,Type3,128.9804563782,35.5803348234,6,20251125101007,7,,가지산도립공원(밀양),"627-830,1",48,270,NA,NA04,NA040200,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,밀양시,관광지
경상남도 거창군 위천면 은하리길 2,,36,A02,A0201,A02010700,127696,12,20040127090000,http://tong.visitkorea.or.kr/cms/resource/04/3020304_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3020304_image3_1.jpg,Type3,127.8336967988,35.7609657443,6,20251117164738,2,,거창 수승대,50103,48,880,HS,HS01,HS011200,경남,,일부구역 동반가능,,,"- 시설(캠핑장, 야영장, 수영장, 썰매장 등)은
 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,거창군,관광지
경상남도 창원시 진해구 진해대로 663 (경화동),,36,A01,A0101,A01010500,716272,12,20090404010110,http://tong.visitkorea.or.kr/cms/resource/04/3516504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3516504_image3_1.jpg,Type1,128.6878740452,35.1592767667,6,20250904090539,16,,경화역 벚꽃길,51583,48,129,NA,NA05,NA050100,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,진해구,관광지
경상남도 창원시 진해구 진해대로 649 (경화동),경화동,36,A01,A0101,A01010100,3429965,12,20241129145134,http://tong.visitkorea.or.kr/cms/resource/04/3432804_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/3432804_image3_1.JPG,Type1,128.6866547133,35.1590351047,6,20250717160054,16,,경화역공원,51583,48,129,NA,NA04,NA040100,경남,,전구역 동반가능,,,"보조견 동반 가능, 공원 내 기차전시관에 계시는 안전요원분이 계셔 해설 안내 가능",,,,자유이용,,,,,TourAPI,경남,진해구,관광지
경상남도 고성군 하일면 학동돌담길 55,(하일면),36,B02,B0201,B02011600,1990092,32,20150227225142,http://tong.visitkorea.or.kr/cms/resource/12/2574712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2574712_image3_1.jpg,Type3,128.1936699642,34.9505829528,6,20241219135118,3,,고성 최필간고택,52956,48,820,AC,AC03,AC030200,경남,,전구역 동반가능,,,,,맹인 안내견,,,,,,,TourAPI,경남,고성군,숙박
경상남도 함안군 칠북면 봉촌2길 277,(칠북면),36,A02,A0201,A02010700,250419,12,20071026090000,http://tong.visitkorea.or.kr/cms/resource/71/2484471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2484471_image2_1.jpg,Type3,128.5585266977,35.3765694462,6,20250305092702,19,,광심정,52005,48,730,HS,HS01,HS011200,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,함안군,관광지
경상남도 거제시 사등면 성포로 319,,36,B02,B0201,B02010900,3469422,32,20250123085923,,,,128.5370991949,34.9180260651,6,20250319174318,1,,그레이70호텔,53276,48,310,AC,AC04,AC040100,경남,,일부구역 동반가능,,,,,,,,,,,,TourAPI,경남,거제시,숙박
경상남도 남해군 창선면 서부로 270-106,,36,A02,A0202,A02020700,2742172,12,20210909202101,http://tong.visitkorea.or.kr/cms/resource/51/3554551_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3554551_image3_1.jpg,Type1,127.9818245351,34.8456826367,6,20251023150243,5,,남해토피아랜드,52452,48,840,VE,VE03,VE030100,경남,,전구역 동반가능,,,배변봉투 지참 및 배변처리 필수,,맹견 제외 전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,남해군,관광지
경상남도 밀양시 단장면,,36,A01,A0101,A01010500,2652444,12,20200414011354,http://tong.visitkorea.or.kr/cms/resource/81/3374781_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/3374781_image3_1.JPG,Type3,128.9312688684,35.4855668010,6,20250317085954,7,,단장 이팝꽃 터널길,50418,48,270,NA,NA05,NA050100,경남,,일부구역 동반가능,,,,,,,,,,,,TourAPI,경남,밀양시,관광지
경상남도 통영시 동피랑1길 6-18,(동호동),36,A02,A0203,A02030100,753306,12,20090616022413,,,,128.4276467571,34.8453461228,6,20250319190828,17,,동피랑마을,53052,48,220,VE,VE04,VE040200,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,통영시,관광지
경상남도 남해군 남해읍 화전로 60-3,,36,B02,B0201,B02010900,3049858,32,20231124201110,,,,127.8946990482,34.8367460007,6,20250317200039,5,,맨하탄호텔,52424,48,840,AC,AC04,AC040100,경남,,,,,,,불가,,,,,,,TourAPI,경남,남해군,숙박
경상남도 거제시 남부면 명사해수욕장길,,36,A01,A0101,A01011200,126577,12,20040119090000,http://tong.visitkorea.or.kr/cms/resource/33/3077233_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3077233_image3_1.jpg,Type3,128.6047816783,34.7272513743,6,20251119155709,1,,명사해수욕장,53333,48,310,NA,NA02,NA020900,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,거제시,관광지
경상남도 밀양시 밀양향교2길 4-7 (교동),,36,B02,B0201,B02011600,3101972,32,20240217104123,,,,128.7550809844,35.5046308478,6,20240819161926,7,,문화객가 사랑채,50420,48,270,AC,AC03,AC030200,경남,,,,,,,불가,,,,,,,TourAPI,경남,밀양시,숙박
경상남도 사천시 서포면 토끼로 245-41,,36,B02,B0201,B02010700,2572858,32,20181204203547,http://tong.visitkorea.or.kr/cms/resource/96/2571696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2571696_image2_1.jpg,Type3,127.9662193887,34.9898550844,,20241126150447,8,,바다정원펜션,52545,48,240,AC,AC03,AC030100,경남,,전구역 동반가능,,,,,중/소형견 10kg 미만만 입실 가능,,"목줄 착용,매너벨트 착용",,,,,TourAPI,경남,사천시,숙박
경상남도 고성군 개천면 청광6길 25-12,박진사고택,36,B02,B0201,B02011600,2595502,32,20190408185142,http://tong.visitkorea.or.kr/cms/resource/72/2918272_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2918272_image3_1.jpg,Type3,128.3079417017,35.1170246518,,20250729145357,3,,박진사고택,52903,48,820,AC,AC03,AC030200,경남,,전구역 동반가능,,,,,,,,,,,,TourAPI,경남,고성군,숙박
경상남도 밀양시 무안면 사명대사생가로 642,,36,A02,A0201,A02010500,128889,12,20060404090000,http://tong.visitkorea.or.kr/cms/resource/38/3582638_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3582638_image3_1.jpg,Type3,128.6052943237,35.4968595320,6,20251212094834,7,,사명대사 생가지,50407,48,270,HS,HS01,HS010500,경남,,일부구역 동반가능,,,,,,,,,,,,TourAPI,경남,밀양시,관광지
경상남도 산청군 단성면 교동길 13-15,,36,A02,A0201,A02010700,1955399,12,20141013180927,http://tong.visitkorea.or.kr/cms/resource/25/3532425_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/25/3532425_image3_1.JPG,Type3,127.9552203351,35.3088634562,6,20250905170419,9,,산청 단성향교,52248,48,860,HS,HS01,HS010900,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,산청군,관광지
경상남도 남해군 남면 남면로 1534-110,,36,A01,A0101,A01010700,2593258,12,20190325223257,http://tong.visitkorea.or.kr/cms/resource/51/3304451_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3304451_image3_1.jpg,Type3,127.8605847505,34.7523270827,6,20250319164255,5,,섬이정원,52434,48,840,NA,NA04,NA040700,경남,,일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,9kg 이하 동반 가능,,목줄 착용,,,,,TourAPI,경남,남해군,관광지
경상남도 고성군 삼산면 자란만로 2128,,36,B02,B0201,B02010700,2579802,32,20181218234835,,,,128.2361859070,34.9424818379,6,20241126160615,3,,수성그린비,52954,48,820,AC,AC03,AC030100,경남,,전구역 동반가능,,,,,,,,,,,,TourAPI,경남,고성군,숙박
경상남도 합천군 합천읍 영창리,,36,A01,A0101,A01010500,2744501,12,20210914231124,http://tong.visitkorea.or.kr/cms/resource/73/3565873_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3565873_image3_1.jpg,Type1,128.1704219253,35.5807421777,6,20251112163407,21,,신소양체육공원,50230,48,890,NA,NA04,NA040500,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,합천군,관광지
경상남도 하동군 화개면 화개로 142,,36,A01,A0101,A01010500,2514467,12,20171107235553,http://tong.visitkorea.or.kr/cms/resource/32/3351932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3351932_image3_1.jpg,Type3,127.6304656321,35.2000061238,6,20250319190806,18,,십리벚꽃길,52303,48,850,NA,NA05,NA050100,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,하동군,관광지
경상남도 함안군 대산면 하기2길 208-49,,36,A01,A0101,A01010500,2663204,12,20200711000614,http://tong.visitkorea.or.kr/cms/resource/16/3538216_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3538216_image3_1.jpg,Type1,128.3979695152,35.3405678090,,20251023143000,19,,악양생태공원,52012,48,730,NA,NA04,NA040500,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,함안군,관광지
경상남도 산청군 단성면 지리산대로 2901-6,,36,B02,B0201,B02011600,2620236,32,20190921021521,,,,127.9367784380,35.2737087577,,20241127114625,9,,예다움,52252,48,860,AC,AC03,AC030200,경남,,전구역 동반가능,,,,,전화문의,,,,,,,TourAPI,경남,산청군,숙박
경상남도 밀양시 단장면 구천리,,36,A01,A0101,A01010400,126231,12,20040130090000,http://tong.visitkorea.or.kr/cms/resource/76/3573076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3573076_image3_1.jpg,Type3,128.9613069263,35.5209744841,6,20251125104508,7,,재약산,50418,48,270,NA,NA01,NA010100,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,밀양시,관광지
경상남도 거제시 일운면 지세포해안로 89-19,,36,A02,A0202,A02020800,2774820,12,20211117000517,http://tong.visitkorea.or.kr/cms/resource/24/2774924_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2774924_image3_1.jpg,Type3,128.7036592217,34.8314609657,6,20250812142203,1,,지세포 관광유람선,53328,48,310,EX,EX07,EX070100,경남,,일부구역 동반가능,,,유람선 및 외도 동반 불가,,전 견종 동반 가능,,,,,,,TourAPI,경남,거제시,관광지
경상남도 진주시 남해고속도로 194 진주휴게소,,36,A02,A0202,A02020700,2930674,12,20221114160344,http://tong.visitkorea.or.kr/cms/resource/20/3349420_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3349420_image3_1.jpg,Type3,128.1220068512,35.1597332034,6,20250319190014,13,,진주휴게소반려견놀이터,52825,48,170,VE,VE03,VE030500,경남,,전구역 동반가능,,,"- 입퇴실시 목줄 필수
- 중소형견 및 대형견은 체고 40cm를 기준으로 구분",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,진주시,관광지
경상남도 창원시 진해구 중원동로 52,,36,A02,A0206,A02060100,791089,14,20090902011614,http://tong.visitkorea.or.kr/cms/resource/17/3572917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3572917_image3_1.jpg,Type3,128.6636097699,35.1490885798,6,20251124183303,16,,창원시립진해박물관,51681,48,129,VE,VE07,VE070100,경남,,일부구역 동반가능,,,"- 박물관 내부 시설은 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,진해구,문화시설
경상남도 밀양시 단장면,,36,A01,A0101,A01010400,127846,12,20030814090000,http://tong.visitkorea.or.kr/cms/resource/11/3337611_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3337611_image3_1.jpg,Type3,128.9722355087,35.5576011195,6,20251121134721,7,,천황산,50418,48,270,NA,NA01,NA010100,경남,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경남,밀양시,관광지
경상남도 통영시 발개로 205,,36,A02,A0203,A02030400,533874,12,20080416190005,,,,128.4250363662,34.8266120596,6,20251231155852,17,,통영케이블카,53075,48,220,EX,EX07,EX070200,경남,,일부구역 동반가능,,,"- 반려견의 몸체가 땅에 닿으면 동반 불가
- 배변봉투 지참 및 배변처리 필수",,이동장(켄넬)에 들어가는 전 견종 동반 가능,,이동장(켄넬)사용,,,,,TourAPI,경남,통영시,관광지
경상남도 거제시 장평로 72 (장평동),,36,B02,B0201,B02010900,3044645,32,20231118144753,http://tong.visitkorea.or.kr/cms/resource/66/3055266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3055266_image3_1.jpg,Type1,128.6096047007,34.8913275791,6,20240819172758,1,,프라다모텔,53265,48,310,AC,AC04,AC040100,경남,,일부구역 동반가능,,,,,소형견,,,,,,,TourAPI,경남,거제시,숙박
경상남도 창원시 성산구 용지로 102 개나리종합상가,,36,B02,B0201,B02010100,2811449,32,20220310150526,http://tong.visitkorea.or.kr/cms/resource/07/2808507_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/07/2808507_image3_1.png,Type3,128.6783758898,35.2245192728,6,20250122141220,16,,AT비지니스호텔,51515,48,123,AC,AC01,AC010100,경남,,,,,,,안내견만 가능,,,,,,,TourAPI,경남,성산구,숙박
전북특별자치도 순창군 복흥면 하리길 160,,37,A02,A0201,A02010500,2357441,12,20161229221055,http://tong.visitkorea.or.kr/cms/resource/82/3364482_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/3364482_image3_1.JPG,Type3,126.9774224423,35.4505693165,6,20241206140542,7,,가인 김병로 생가터,56002,52,770,HS,HS01,HS010500,전북,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,순창군,관광지
전북특별자치도 군산시 경촌4길 14,(경암동),37,A02,A0203,A02030100,2605528,12,20190610190116,http://tong.visitkorea.or.kr/cms/resource/50/3080250_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/50/3080250_image3_1.JPG,Type3,126.7362330582,35.9813520474,6,20250711100057,2,,경암동 철길마을,54033,52,130,VE,VE04,VE040200,전북,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,군산시,관광지
전북특별자치도 완주군 경천면 경천리 680-3,,37,A03,A0302,A03022700,2712742,28,20210331012109,http://tong.visitkorea.or.kr/cms/resource/24/3558124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3558124_image3_1.jpg,Type1,127.2517887624,36.0210064504,6,20251029094930,8,,경천애인 징검다리길,55302,52,710,LS,LS01,LS011900,전북,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,완주군,레포츠
전북특별자치도 고창군 고창읍 고인돌공원길 74,,37,A02,A0201,A02010700,126547,12,20030919090000,http://tong.visitkorea.or.kr/cms/resource/22/3018322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3018322_image3_1.jpg,Type1,126.6515349390,35.4415120412,6,20251119154110,1,,고창 고인돌 유적 [유네스코 세계유산],56443,52,790,HS,HS01,HS011000,전북,,일부구역 동반가능,,,"- 박물관 내부는 이동장 이용시 동반가능
- 유적지는 목줄착용 동반가능
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"목줄 착용,이동장(켄넬)사용",,,,,TourAPI,전북,고창군,관광지
전북특별자치도 군산시 구영6길 60 (신창동),,37,A02,A0203,A02030600,3018375,12,20231006100823,http://tong.visitkorea.or.kr/cms/resource/44/3522144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3522144_image3_1.jpg,Type1,126.7096908504,35.9866620987,6,20250822153302,2,,군산 영화의 거리,54022,52,130,VE,VE04,VE040100,전북,,일부구역 동반가능,,,,,,,,,,,,TourAPI,전북,군산시,관광지
전북특별자치도 군산시 성산면 성덕리,181-1,37,A01,A0101,A01010500,2606117,12,20190612194508,http://tong.visitkorea.or.kr/cms/resource/44/3335644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3335644_image3_1.jpg,Type3,126.7670486805,36.0224284414,6,20250725153051,2,,금강습지생태공원,54042,52,130,NA,NA03,NA030400,전북,,일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,동물 등록 완료한 전 견종 동반 가능,,"입마개 착용,목줄 착용",,,,,TourAPI,전북,군산시,관광지
전북특별자치도 고창군 부안면 복분자로 307,,37,A02,A0204,A02040800,2743322,12,20210910230105,http://tong.visitkorea.or.kr/cms/resource/48/3562248_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3562248_image3_1.jpg,Type1,126.6264384089,35.5027352266,6,20251105183210,1,,꽃객프로젝트,56417,52,790,EX,EX06,EX061000,전북,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,고창군,관광지
전북특별자치도 무주군 설천면 내배방길 22,,37,B02,B0201,B02010700,2575832,32,20181210230201,http://tong.visitkorea.or.kr/cms/resource/14/2575614_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2575614_image2_1.jpg,Type3,127.7567356523,35.9124582874,,20241126115039,5,,눈꽃여행,55555,52,730,AC,AC03,AC030100,전북,,전구역 동반가능,,,,,소형견,,목줄 착용,,,,,TourAPI,전북,무주군,숙박
전북특별자치도 익산시 춘포면 천서길 149,,37,A01,A0101,A01010700,2755480,12,20211012190738,http://tong.visitkorea.or.kr/cms/resource/66/3576166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3576166_image3_1.jpg,Type1,127.0330409637,35.9398452252,6,20251128141550,9,,달빛소리 수목원,54580,52,140,NA,NA04,NA040700,전북,,일부구역 동반가능,,,"- 수목원 내 카페 실내 좌석 동반불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,익산시,관광지
전북특별자치도 군산시 구영신창길 64 (신창동),,37,B02,B0201,B02011100,3532632,32,20250908105057,,,,126.7075243665,35.9870953455,6,20250921214946,2,,등불의 집,54022,52,130,AC,AC06,AC060200,전북,,일부구역 동반가능,,,,,,,,,,,,TourAPI,전북,군산시,숙박
전북특별자치도 전주시 완산구 태진로 4-37 (태평동),,37,B02,B0201,B02011600,3533156,32,20250908225113,,,,127.1386540909,35.8216660685,6,20251023143000,12,,라라몽몽,54997,52,111,AC,AC03,AC030200,전북,,전구역 동반가능,,,,,반려견,,자유이용,,,,,TourAPI,전북,완산구,숙박
전북특별자치도 무주군 설천면 무설로 1324,,37,A02,A0202,A02020700,129561,12,20070605090000,,,,127.7587605263,36.0132357529,6,20251226170255,5,,무주 반디랜드,55546,52,730,VE,VE03,VE030500,전북,,전구역 동반가능,,,"- 실내는 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,무주군,관광지
전북특별자치도 무주군 무주읍 한풍루로 326-5,,37,A02,A0201,A02010700,127627,12,20030819090000,http://tong.visitkorea.or.kr/cms/resource/77/3549677_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3549677_image3_1.jpg,Type1,127.6623665624,36.0039823080,6,20251023143000,5,,무주한풍루,55514,52,730,HS,HS01,HS011200,전북,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,무주군,관광지
전북특별자치도 전주시 완산구 오목대길 40 양사재,,37,B02,B0201,B02011600,1871362,32,20131216231219,http://tong.visitkorea.or.kr/cms/resource/41/2999041_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2999041_image3_1.jpg,Type1,127.1541362693,35.8131450840,6,20241126135202,12,,문화공간 양사재,55045,52,111,AC,AC03,AC030200,전북,,전구역 동반가능,,,,,,,,,,,,TourAPI,전북,완산구,숙박
전북특별자치도 전주시 완산구 관선1길 83-1 (남노송동),,37,B02,B0201,B02011600,3533157,32,20250908225352,,,,127.1583857378,35.8190167119,6,20251023143000,12,,미미몽몽,55035,52,111,AC,AC03,AC030200,전북,,전구역 동반가능,,,,,반려견,,자유이용,,,,,TourAPI,전북,완산구,숙박
전북특별자치도 익산시 성당면 성당로 762,,37,A02,A0202,A02020600,2755034,12,20211008201543,http://tong.visitkorea.or.kr/cms/resource/13/3360813_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/13/3360813_image3_1.JPG,Type3,126.9213875950,36.1307381717,6,20251114150103,9,,바람개비 마을,54504,52,140,VE,VE02,VE020100,전북,,전구역 동반가능,,,"- 바람개비 열차 탑승시 소형견만 가능, 케이지 필수
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,익산시,관광지
전북특별자치도 익산시 왕궁면 호반로 8,,37,A02,A0206,A02060100,2660811,14,20200623234217,http://tong.visitkorea.or.kr/cms/resource/06/1908906_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/1908906_image3_1.JPG,Type3,127.1026056450,35.9907045238,6,20251114150247,9,,보석박물관,54575,52,140,VE,VE07,VE070100,전북,,일부구역 동반가능,,,"- 외부만 동반 가능
- 대형견 입마개 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,익산시,문화시설
전북특별자치도 고창군 부안면 복분자로 531,,37,A02,A0202,A02020700,3537204,12,20250915160949,,,,126.6456892974,35.5097208688,6,20250915162858,1,,복분자유원지,56417,52,790,VE,VE03,VE030500,전북,안내판 고지,일부구역 동반가능,"반려동물 놀이터(울타리, 놀이기구)","배변봉투함, 개수대",목줄 철저 및 놀이터 내 타인 반려견 보호,,제한없음,,"입마개 착용,목줄 착용,매너벨트 착용",,,,,TourAPI,전북,고창군,관광지
전북특별자치도 순창군 팔덕면 팔왕길 77,,37,A02,A0201,A02010700,2357431,12,20161229202915,http://tong.visitkorea.or.kr/cms/resource/11/3364811_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/3364811_image3_1.JPG,Type3,127.0891225791,35.3838871112,6,20250311161437,7,,산동리 남근석,56021,52,770,HS,HS02,HS020400,전북,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,전북,순창군,관광지
